voter.address,total_proposals,total_votes,for_votes,against_votes,weight,abstain_votes
0x734b41ef3cab9dae1ab68e7226cc169dbd82e7e6,6,6,6,0,7.384412398691882e+18,0
0xcaf24cfc98e73313dd924e0b2f371fff439e3308,1,1,0,1,7.38258e+18,0
0xedfa40a0275432f91414863eea9d9691a156ac4a,7,7,6,0,7.381116595852079e+18,1
0xe912019cf901aa0c34b8c60e1bdb61648759870e,5,5,4,1,7.364492285017061e+18,0
0x4f0ed1262078ff323e1fe052b8114be5f436987b,2,2,1,1,7.354226483148729e+18,0
0xc66c9729632d1d41c0f83c230e5b8918f88328f1,8,8,7,0,7.35e+18,1
0x12b50bac9a30801ce81fc36a5cea4a5ef8f9badc,5,5,4,1,7.34889571640746e+18,0
0x1f605065a2ac57e98fb40fe4c5472dee3a80257c,6,6,6,0,7.348807773928857e+18,0
0x99af213ca785116de91df6c37bec04783f835ba3,7,7,7,0,7.348216237964771e+18,0
0xc1c7dc41c512edf7ff7e4309afb2e614682096fb,2,2,2,0,7.342015982048643e+18,0
0x06a964c6480d15e66e595f6d638e95b63e4f699a,5,5,4,0,7.325461838266694e+18,1
0xbe0380246d567e8fe8705dfe530ac2377576d460,7,7,6,0,7.324982700582157e+18,1
0xe8f7a4823c7d473852f018f58a88dd1d5e3154b6,5,5,2,3,7.304385918516428e+18,0
0xf0b4e4268bfb6284c6f218127e2000ca58beb1ce,2,2,2,0,7.30382604e+18,0
0xf866935bcf33dda6210154212327111a344055e0,7,7,7,0,7.302758286641365e+18,0
0x8283e6115cb4303ed05074a1f13aeb51197a73a1,6,6,6,0,7.301354011492663e+18,0
0x1aa0bda55beb5cfc5a0d85806b4fa69ddb9cdc37,1,1,1,0,7.298998e+18,0
0xbb77abd307946a2832d3ad9f96d573dbcfe05661,3,3,2,1,7.293503127542002e+18,0
0xe74fc6cbaf45b062d4fe009dcc43643bee8eda0b,6,6,5,1,7.2888e+18,0
0x258a58d03845b50b4e8ace5dc6ba459ab694c025,3,3,2,1,7.268806763657181e+18,0
0x50209cab6bc6b01987d846719f913366bd73af70,3,3,3,0,7.255723603795186e+18,0
0x594320deea74dc353336cdea0779a7ee2aa1c640,6,6,4,2,7.236e+18,0
0xe0e5b51355e21511534a96c5451f76bd5bdad6f6,5,5,5,0,7.234128236503975e+18,0
0x2365ebbe1eec17a4e6a86c0d411a1c3f88a50503,6,6,6,0,7.232367084123918e+18,0
0xfc47f4b832c24fd091f77cea773df9ba5ea8bb9a,15,15,13,1,7.224023404643854e+18,1
0xabfb6680f21eeca40ef045b2382d99f7aa12785c,2,2,2,0,7.22e+18,0
0x9c0cdaf9a5dd8b84cae491efe9a2886ff415c4bb,3,3,3,0,7.213462672420411e+18,0
0x5b601bfd42154dca641bb862a7a6a4adf2a0b7a7,4,4,1,1,7.2e+18,2
0x05ae6a1da49e56ac971ab0c98798dbb3b5f16a43,2,2,2,0,7.2e+18,0
0x437064a93d6fa10bb499a0be9b8440493b88b7fd,6,6,6,0,7.2e+18,0
0x9018a0901f7668919f308cd1306583e738a8a796,7,7,7,0,7.198168062443027e+18,0
0x3f19f9638bea91c445f7c002cef8bb43a139d16b,7,7,7,0,7.19815566396195e+18,0
0xc313b5277b9ea8528b799ec1d2ea8513dbdec534,7,7,7,0,7.198143265512925e+18,0
0x75e6a3ba635d7693bac6924ca2cb4bfc5961ad14,7,7,7,0,7.198130867095949e+18,0
0x33f8976a3488902ccba35a9197117a9b856fb143,7,7,7,0,7.198118468711023e+18,0
0x7401d3124baa16656efe01b6a7122b2ff9e96cc8,7,7,7,0,7.198106070358144e+18,0
0xb39dce449ab3a7b26208d467adb72228dea7205e,7,7,7,0,7.198093672037316e+18,0
0xff99abfdb7961f35ac2e31b151ba87ab56d9f530,7,7,7,0,7.198081273748536e+18,0
0x7bd547e254a0da7c1afaa3ebb00f561c2dfb1b87,7,7,7,0,7.198068875491805e+18,0
0x6b40b3d25fd399754660581a84c5bd6dd63c6ff7,7,7,7,0,7.198044079074492e+18,0
0x2e8327b44c34b1a85f2d5cd479c8433d999acc09,7,7,7,0,7.198031680913908e+18,0
0xde76c460ceec2450867c4dced400d31f6b8a3029,7,7,7,0,7.198019282785372e+18,0
0xb8ad87aef1bf72ac697036c234121d3e51c05202,7,7,7,0,7.198006884688885e+18,0
0x414999d576ff131ccf1dbf76bb175563166d6476,7,7,7,0,7.197994486624446e+18,0
0x4069898b7ef9c45b5fa31d66a1624137ae74868b,7,7,7,0,7.197982088592055e+18,0
0x8cd95c572077c15b1e85686b422524b517842a5d,7,7,7,0,7.197969690591713e+18,0
0x503ff8e5899447131ad4e14d0f4adc08e502399b,7,7,7,0,7.197957292623419e+18,0
0x4837d4471662df85e75ebb8d5ff392c0895b8b56,7,7,7,0,7.197944894687172e+18,0
0x0af2f3d482001c5199701bfc4cb63fc775d6f689,7,7,7,0,7.194375810424106e+18,0
0x18703914393336fe11c317a1187967401fcb6bff,7,7,7,0,7.194363421709588e+18,0
0x24174fd426a8beee90b78169a4b00d1a2d3e571c,7,7,7,0,7.194351033027084e+18,0
0xff297519221b9afbc39d653ded7a6a13f49c1627,7,7,7,0,7.194338644376599e+18,0
0x97d4172c40dfd583e5f08ec43c61407d5c2d0ee8,7,7,7,0,7.194326255758127e+18,0
0x28b536a579e16b647f14a7c54f97adc0f594b475,7,7,7,0,7.194313867171672e+18,0
0x336866d8e8fbad2cef8eeb34f69090e280eeb6cc,7,7,7,0,7.194289090094808e+18,0
0x9d3a57d17a4c45f17fc0814a4295f5452745764e,7,7,7,0,7.194264313146008e+18,0
0x77bae3e8d71689fcb35b9e0376079702a5d1915e,7,7,7,0,7.194222353531732e+18,0
0x9aa334841e697587f057585868946ea98f17c678,7,7,7,0,7.194202371334265e+18,0
0x6d2e2431478ec748cb65b4c08732f4f94421576d,7,7,7,0,7.194197576975649e+18,0
0x434c195fadac074851c4b145d801b75d123ceb09,7,7,7,0,7.19418998306796e+18,0
0x12e0a35dbcb8f4a9c4da2159c896e5c987d32ff5,7,7,7,0,7.194185188745628e+18,0
0xbb7a8487a05be848bc62d1e0036f64a5496abfea,7,7,7,0,7.194148024247654e+18,0
0x6816cadf7f131eb4dbffae96a87646fab3d75998,7,7,7,0,7.194128042216655e+18,0
0x470c48e1ed567228691af79acf413f1ea8514fe0,7,7,7,0,7.194123248075741e+18,0
0xc8eb6fc3e25803689e50f7e7e42b1ce6e1fa0f01,7,7,7,0,7.194115654142435e+18,0
0x27b40dde9c2d5bd2a3b4fc8ee80fb02c992e003c,7,7,7,0,7.194110860037805e+18,0
0xc68504fa037d36d2b8bd348dc94944baa4b84193,7,7,7,0,7.19410326610023e+18,0
0x097bc5c9256885880b9d1eeedd675a1f9edb8b3b,7,7,7,0,7.194098472031883e+18,0
0xc0f42f7fa7f2c1a64fd485de1159863abe61190c,7,7,7,0,7.194086084057975e+18,0
0x307c7d625031ccf0125eb99a6560a1c50add93c2,7,7,7,0,7.194078490111862e+18,0
0x43f5bad0dd273a507271a6544bd8fa34c45edba4,7,7,7,0,7.19407369611608e+18,0
0x9489390a4c8376db845fcda9bfa759ccb710a37b,7,7,7,0,7.194066102165699e+18,0
0x9a9914c56e6e63a9e071de27e86979b2a36fbfa0,7,7,7,0,7.194061308206198e+18,0
0x570cd22a4e0c208fafdcfcfa9c3848e8a74bb864,7,7,7,0,7.194048920328329e+18,0
0xc1b2257361e80147bc8f6fbe6e5cd570e169dfab,7,7,7,0,7.194036532482474e+18,0
0xf556c2cb68bf9320e5ffe1e826de072158506c42,7,7,7,0,7.194028938519286e+18,0
0x58205b670c12a1d40d0c9da0d6db2492212cb0c8,7,7,7,0,7.194024144668631e+18,0
0x85f52b2ad5d7368c4c63503c82596c8906b5065e,7,7,7,0,7.194016550701175e+18,0
0x2bfe15d2078b51491a49f3171b97e327da9e0b2f,7,7,7,0,7.194011756886802e+18,0
0x6200a100946552f6942da822e995b586ba51204a,7,7,7,0,7.194004162915076e+18,0
0xb5bea36f1f4f544a07da7118b203171352c41bc3,7,7,7,0,7.193999369136986e+18,0
0x6b0132a0f4662723004c293e832a2466db61b06d,7,7,7,0,7.193991775160991e+18,0
0xfeb78cd2b76a9d28b9540784d77beb7cb50209cf,7,7,7,0,7.193986981419181e+18,0
0xa5fde477f30ce499d5ed24c8d915a3b8f70df505,7,7,7,0,7.193979387438919e+18,0
0x5a721c9850fe73cdeaf461180f7a985952ce2f5b,7,7,7,0,7.19397459373339e+18,0
0x7132e7f5aa8299cbfcf912e58fc1e42c85d207cf,7,7,7,0,7.193962206079611e+18,0
0xad83d5f354fe3223ae336ab611c3dfdd58958e85,7,7,7,0,7.19395461209081e+18,0
0xc2e2ba17fd1dee72207abb7dfac431ac5e085964,7,7,7,0,7.193942224464775e+18,0
0x69abddeba40c35a6b7d8c91e58cb7e19ef3e7ed5,7,7,7,0,7.19393743086809e+18,0
0x38808573e99fda9c4d795e988c596a478b258b01,7,7,7,0,7.193925043310347e+18,0
0xae214a44a040041094d0858631bf98c07b4745d7,7,7,7,0,7.193887880829192e+18,0
0xbb5d94baf4a85747e41123676bc2380e3afbc6c6,7,7,7,0,7.191251364515841e+18,0
0x95780851dd02cf48bd66e89b340ccb10eeffbcde,7,7,7,0,7.191226603297882e+18,0
0x283f5cb3b181d968e6a73a36a86003a0fb4389d1,7,7,7,0,7.191214222736884e+18,0
0x17b75cabb869c3cd7fb9aabfe2e9965ffe5ad155,7,7,7,0,7.191201842207873e+18,0
0xdd09b23cac60cbec8c65680de0670a1f87e74cd1,7,7,7,0,7.19118946171085e+18,0
0x7bec5c7c5370018f45628f2a0fd94c91e42bff64,7,7,7,0,7.191177081245817e+18,0
0x4692a33848d62494d68cfa5a9decd813c7889cd1,7,7,7,0,7.18902136534481e+18,0
0x13cab7b48a1b6d26996c54954efdd27a79597103,7,7,7,0,7.188984240830793e+18,0
0x6c5f4f77c58772b8d5bb0407a934e75e3947a669,7,7,7,0,7.188959491314621e+18,0
0x7c9ed490b0f8097daef76522b281048725390d8c,7,7,7,0,7.188947116604488e+18,0
0x9e7fe97f839e87f07275626bd5a03b6444dad3f7,7,7,7,0,7.188934741926322e+18,0
0xf5a3f1bb59ae817e161dc97e47ffab9107eeafe4,7,7,7,0,7.188909992665893e+18,0
0xc52b8784482cb382d57546c013be4bfdc80b5cb5,5,5,2,1,7.181119594170512e+18,2
0x347230588873d40750650962bd15da02f5360022,6,6,6,0,7.176149430131619e+18,0
0x03d072b58bf38fc89f22a2fe35119bc56cc2e317,6,6,4,1,7.175070201853474e+18,1
0x3dd86fcbe73ef3fd4557eb769980abc9b2d3a1e6,3,3,3,0,7.167e+18,0
0x2e64fbf4008f8129de45266e8fac78788a652b3f,4,4,4,0,7.145565401613232e+18,0
0x7e008ddf5977973030d04ef148e035c21882f917,3,3,2,1,7.14519e+18,0
0x22996d3a05c8fed656d4dacea477cf651d054db8,3,3,3,0,7.142626257053495e+18,0
0x04ab0ba52bc5d8dddfee0374de2d16c450d4dc99,3,3,1,2,7.138815331397163e+18,0
0xa10cd0ab55fe719518892917c7c6bf16134be73a,8,8,8,0,7.137016867897121e+18,0
0xb070838e55cbaf6432c168ef5a1d606a603ab6c3,2,2,2,0,7.134761207720798e+18,0
0xd995d0c31802a8d95c163f875ffefb40ab964ed6,2,2,2,0,7.131598673333333e+18,0
0xf4d48d8f7538df40256b045b0e14175c6c26691b,8,8,8,0,7.127015775621891e+18,0
0x96721961ebbdf9a1483df47a5e5d4516cc943113,7,7,4,1,7.116316966279526e+18,2
0xc80000ed77f2903788abc733c0d95572786c7f59,7,7,5,2,7.111863447626407e+18,0
0x22ba96dbea14bc2ee77ad443138638d75d0979eb,4,4,3,1,7.111494244558216e+18,0
0x8b3253752bce9ad8da6a30e13499adbdd6cfbafc,7,7,5,2,7.107899007538799e+18,0
0xd61ae6d68c347ea88b6d61758392717efbbe51cd,3,3,3,0,7.099072034164754e+18,0
0x889befc77295680009ea41ecf3aa676bd7a8ad9b,3,3,3,0,7.096884643115063e+18,0
0xf2db3109babe74ea11f094b2fedd703dfcb1428d,4,4,4,0,7.096806519508904e+18,0
0xd65421d3a0214f61704322bf6e37c0fe120c8fd3,5,5,4,0,7.085937806944074e+18,1
0xd779a7edecdd3841c48933baefe6a29ca52dfa3c,8,8,8,0,7.082677188877297e+18,0
0x64b3984bed5aeb67717798e009dd035eed0c4b39,7,7,4,3,7.080854918963641e+18,0
0x87431b9e4ec181e09dbb31e4342c66ed1f4a1799,5,5,3,0,7.072311870740372e+18,2
0x174fe560f3d26aeb40a15ff3b90537a1a778b783,2,2,2,0,7.071678468907714e+18,0
0x649d193cbb30580093698bd2c3bdc4fbb50846c4,7,7,5,1,7.070703499992547e+18,1
0xc547241e89186edb40719b42cb3200d3fdb675b5,3,3,0,1,7.070152950001232e+18,2
0x836b8b434ad5e7e4e2353fe918670c13fdbd059b,2,2,2,0,7.06878342e+18,0
0xe58812eb435be7cd2497849f16ec297026a6d518,1,1,1,0,7.061523930218594e+18,0
0xa398912abf32c3ab914a848e51abc59091413df8,1,1,1,0,7.057573431340479e+18,0
0x818b95a82a8ac16c3666abe55afb5a97129a3393,2,2,2,0,7.053561019688647e+18,0
0x1c5842d75820f61071c00678e0a0222d947ca07b,3,3,3,0,7.050538455233417e+18,0
0xfaa9a8920484b1b280050cb69cc8a12352635e5b,7,7,7,0,7.049655634932079e+18,0
0x4a927e6ad1449d31a2134313b9a311f86a390d88,2,2,1,0,7.045923820964215e+18,1
0x037b18fd8f45adbf7eacd9a6e13e54c25b0ca3b0,6,6,5,1,7.0446e+18,0
0x715c4c9fe779a4c5af48c01f639d82aefef2602c,3,3,3,0,7.04459875e+18,0
0x41197248d5a0a9adcc927e9ca11e286246a55173,5,5,3,1,7.035451833503841e+18,1
0xaf1e599a39925edd5c4b2658ad8773ad65a88e98,1,1,1,0,7.0261e+18,0
0xbf18db459f11ab92cf8082bfdfb4854db56922a6,5,5,5,0,7.016014396011606e+18,0
0xc2b8317be3b064ed8910bbd30f349340db2cbdea,2,2,2,0,7.012685118610235e+18,0
0xb9cf1dce20bc9504040279d40f9c7a330f3e10ed,7,7,6,0,7.001178348287239e+18,1
0x562bc488da4100c8fb2c7558f5947c60ba243f43,1,1,1,0,7.001019244703217e+18,0
0xf52913b80cd24f7b47eaeb1abb1477531907879e,1,1,1,0,7.00033916661033e+18,0
0xaf985e22f934da5c99e0fcd7cb866b154f6f27ef,1,1,1,0,7.000000000000001e+18,0
0x1959f82d94615df6bb849ad7e9ee77ebede9568b,7,7,7,0,7e+18,0
0x12d4904805b9eda9cb577c099fed72ca47c46d95,5,5,5,0,7e+18,0
0x2b7a3c5c4c6bd520149b2b69f36b806291aafbd4,3,3,3,0,7e+18,0
0xb4ae52eb46729e0becb12165ce6eb642455cfd35,10,10,9,1,7e+18,0
0xf2c471943666deae814c787a5c834e8fc599c70b,7,7,7,0,7e+18,0
0x17bb0078bc3df546d5d9e6693c47245767348fbf,1,1,1,0,7e+18,0
0x1e8e7d6cf8702950471b398e8f30c8fc8a349e39,7,7,7,0,7e+18,0
0x3f83a4e2892910f0e36b57a51811391136a9ea1d,1,1,1,0,7e+18,0
0x1d5340448b8eb32b1fef1e263755c1ca8bf6a05a,1,1,1,0,7e+18,0
0x32157d8fe6b815969d756d01f35a1e1df675fc27,7,7,7,0,7e+18,0
0xca17330a2b01e2c29cafd0cd61a7ec98197b0d5e,7,7,7,0,7e+18,0
0xc214eeed511ab010d4323e7621a3b7500e6fce57,2,2,2,0,7e+18,0
0x7ca08847140b6d06429626bd202041b667ff1378,7,7,7,0,7e+18,0
0x3eaa22d410d93b17f4e64fbccc95e96aac5ab798,1,1,1,0,7e+18,0
0xeb52ab84db6ed2ba5728a6c7d32de24d2277b763,10,10,10,0,7e+18,0
0x5dd588d2b093678d43e06ef9aabb78c5720eaf4f,10,10,10,0,7e+18,0
0x2dcd467fe1ca3a3af266bc3448574ed5993750be,2,2,2,0,7e+18,0
0x9ac09e3f84ef08283fcf0677b25c478cd73ccfb6,7,7,7,0,7e+18,0
0x87b8536272b6d28a73689481cdbce1a860f1bc2d,5,5,4,0,6.997056160701962e+18,1
0x8585fd2cc75ff89e08e1bfcab2e02be53d4e9a45,6,6,6,0,6.9912e+18,0
0x9fffd71475dce6b9274dae524e03b7574d28f1c8,6,6,2,3,6.988490768177155e+18,1
0x31e6aa8b71fe43dbb9525b430506e395546921d8,8,8,8,0,6.984274045767031e+18,0
0x7a221f78a0ba55425abd2a25e35269168a072a63,1,1,1,0,6.982113187679054e+18,0
0x6c5dffc002030203c722c74497b5348eea54944c,6,6,6,0,6.971601626089815e+18,0
0xe64dcb6b84afbd2d96b16e3d16dfa0f352e9f8b3,2,2,2,0,6.962e+18,0
0xb7934cb9e24023d15f8340904e91a011ae3fa716,6,6,4,2,6.954e+18,0
0xbec905d702819d65e510f298a1526c8a4cec8b79,1,1,1,0,6.923562676855506e+18,0
0x89f982eefff6e6cd8e4f4dca6d290a6d6208c291,3,3,3,0,6.921999999999986e+18,0
0x87a2074226745916f5a8cf2f5a51b206083e7730,2,2,2,0,6.920287900100023e+18,0
0x0de7460f25039256bb569f8a924df1a4cd35f0ff,6,6,4,2,6.9174e+18,0
0x6f2db76568cb15908552acd5a50decd7b2e56f4a,6,6,6,0,6.915781061870837e+18,0
0x55e8da83c63ddae6ad53f76d64550f6071a9d987,3,3,3,0,6.902812535356978e+18,0
0x88f12dc90eef1d6dcae85829a1251bda8d6a4bdb,3,3,3,0,6.9e+18,0
0x549d149f25310aacc101fe559e653b5cfeacc7a0,1,1,1,0,6.9e+18,0
0xce4b779aa407234ee950691b42f54b70b725b39f,1,1,1,0,6.894871413967122e+18,0
0x7f5a5fbca32fe6179c55dd1481bfa7713ed0b3c3,2,2,2,0,6.891664637490518e+18,0
0xe958ea2a275e9985d9541366d4ade0ee984df045,5,5,2,0,6.891421675394002e+18,3
0x70f9db4fd1c2def9e206b36eeaded1f19608315b,1,1,1,0,6.881288332675255e+18,0
0x3f769c3666342f642b0fb3de045ea57b2709cc6b,4,4,3,0,6.878569720401622e+18,1
0xf7ef97d7926e4610541d90c3e363fdf579d5f2cb,3,3,3,0,6.863612673505188e+18,0
0xf03e2e503db7805894e2ea07c83634a58d9e10fc,6,6,4,2,6.834632366566041e+18,0
0x081ec9ad9bbd85d16081ac431e74b9c9e81f240f,4,4,4,0,6.82611966795955e+18,0
0x50f8f5724ef4b36aaacadc3f89c6c022cd606920,5,5,3,1,6.796527139453323e+18,1
0x4b42391baa84d0d412c2c89ba78d05304a7d679b,4,4,4,0,6.790218732030378e+18,0
0xda5e23fafae116afcff32c023962ec42821d35ba,2,2,2,0,6.782982352132427e+18,0
0x519f7bc2448eb8fe6a9c92560a358b07761c7cee,5,5,5,0,6.780344289286732e+18,0
0x79422ea53964726853a848f2e996ef86a117d802,4,4,3,1,6.776098523569809e+18,0
0x5b26c872bcdab99afd6dcf073803640a930d142d,2,2,2,0,6.769255412430821e+18,0
0x51d5e46faf2a56f56ac01acfde1912854dc41db3,6,6,4,2,6.768e+18,0
0x0ca74025b8cba8aca04ec172d2852b91f80f7fff,6,6,6,0,6.760936896349672e+18,0
0x01287890fa522335a858ac7986c949abf7a3d5a8,5,5,3,0,6.755e+18,2
0x00696dcc18975590a8deec2d52f7b61b0c463ee1,3,3,2,1,6.754068086391819e+18,0
0x75369dd4b7be1721c8e849819afd036836a09f4c,5,5,5,0,6.745566045864877e+18,0
0x42e29a7756d036f2d2eeb12f82d9ef25abf3361f,5,5,5,0,6.741088515237708e+18,0
0xaa30037cdd4aa927a3b4df9065e662ebd73a2f53,7,7,7,0,6.735902754102248e+18,0
0xef75d606fb8b08d1ee5800fd379843ca53464ce1,3,3,3,0,6.73579447742082e+18,0
0xefa60e28ceffa70104719bcc80a7e62f2e7a42e2,3,3,3,0,6.730340103477605e+18,0
0x33b8d57b0770ad3ffcaffa5e1e787384a6fa120b,3,3,3,0,6.724144900731886e+18,0
0x5bf22fb81c5bf7ed8f45d96fa9cf031b9ae3b014,6,6,6,0,6.72e+18,0
0xe619b6db0ba72e0b97e7cab3defd636760330142,3,3,2,1,6.718725744342028e+18,0
0x8af895c44da1fddaf2e48239d79b2121d37465fa,6,6,4,2,6.7134e+18,0
0x7b7709b1c8de9d15c7b6fdb7a512746f244b5722,1,1,1,0,6.709581280307759e+18,0
0x4ecb9b925d83fa3fb26544891c95dae8d0f9ada2,2,2,2,0,6.70336050630242e+18,0
0x315b1efb36a514ba8dbc98cb84c82935223893f5,4,4,4,0,6.703180742865573e+18,0
0x776b2e2b00832d3c43e40a577b983fc77066ae91,3,3,2,0,6.699338496113145e+18,1
0x56efb413c41f8eb9f4125537cec9d15d9968d898,7,7,5,2,6.692520546422036e+18,0
0xf4664b3f099eecad11fff48d91db55fe8c7b0342,5,5,3,0,6.691812617982616e+18,2
0x26e23ae1294827a3c018f064d9db98b0260a46f8,2,2,2,0,6.682456694252427e+18,0
0x6a8d61a8b38c639b9610105529641732abce868d,5,5,3,1,6.676992231835677e+18,1
0xffec9e15a95845b6720a7e7ea5f65e97eaead3e8,6,6,2,1,6.667261342425656e+18,3
0x16f14ce8947cc9bfcc5ba136572a2858b1a1ff08,6,6,6,0,6.666034827540617e+18,0
0xc55cf6339c7222a7e59204211cbba40e2f75d19b,6,6,1,0,6.662125350410551e+18,5
0xb832656ae4ac65f64dbebfd406ebcfe90df667ea,1,1,1,0,6.6595e+18,0
0x01d4e1f5e609d95e35997b3341084a28d33e8845,4,4,1,3,6.655884385658698e+18,0
0x89be3f82f8b8597b6c2e28fab260f098efa26681,3,3,0,3,6.65501939931312e+18,0
0x4c366b3be65775f35e2788d158f9ebd67f23dfc7,2,2,2,0,6.64559237691225e+18,0
0xc59d8de7f984abc4913f0177bfb7bbdafac41fa6,2,2,1,0,6.641833285110532e+18,1
0x16f6aff7a2d84b802b2ddf0f0aed49033b69f4f9,7,7,7,0,6.641687276284654e+18,0
0x160d415933c1cbfb98b0feb01a31992c3679e9bf,4,4,2,0,6.640758295414527e+18,2
0x211ee748448e5395d4ec5c38c150995754413863,2,2,2,0,6.64e+18,0
0x6f4a9b3d7434465990722dd5b248101a1040afd8,2,2,2,0,6.632501389546372e+18,0
0x386fec97e96d35e7be6fcdb9afd9944b1ab33178,6,6,6,0,6.629674307676802e+18,0
0x355ee4bf955823daeec3981eb9ed4dc55bb4cc6e,3,3,2,1,6.628650815213218e+18,0
0xf3544c418391796e44d16e2f1cc2e9a9e73870ac,7,7,5,2,6.622895548829829e+18,0
0x1155607364a500ce162d0831706d2cb169d5e7e3,1,1,1,0,6.622274793501929e+18,0
0xab8d2a4f38fa416176778befe5f92dd9984fb76f,3,3,3,0,6.620232002080433e+18,0
0xe4b99b6d6197ef467ecef2b072a5d93c19e07dfa,5,5,4,0,6.612146896990039e+18,1
0x4cc9c4ced2289617c3e003a319c349acd3a2fb5d,3,3,3,0,6.600000000000009e+18,0
0xe82b6c1a8225668ab4218b94f9c957560c86e4f0,3,3,2,0,6.6e+18,1
0x932d7e38fc589b8124a7078c834da0354d5a057a,6,6,6,0,6.6e+18,0
0xcbae79abc5c96c9e14477f37e72c55bc91afe13b,6,6,6,0,6.6e+18,0
0x93bba08748f2eb3a74486bff0abc5c7e920aedbf,3,3,3,0,6.5961e+18,0
0x2245c733dd052343b60f44130a25c9f574a696d4,3,3,3,0,6.595536949e+18,0
0x3890485864e65441f6b0e9e45f2c36ba6d2fd121,6,6,2,1,6.58906765510535e+18,3
0xa64768627f4ebdcac40cd830485987ac2e6a760d,7,7,7,0,6.576410446536823e+18,0
0x96b5ab2f6046e5eb4b3d49511555dba6bc46c24a,5,5,4,0,6.567197397816402e+18,1
0xf357d69e193c11b1bdebdfd6b34f5366e72117ea,7,7,6,1,6.562950287389842e+18,0
0xd24fed1b140343e4fd42930ce6cc9d2c8b254d95,5,5,5,0,6.549168763789871e+18,0
0x1351e0be8a50f3d7327e5405ef191f3c2d9adb68,6,6,4,0,6.5485341495364e+18,2
0x03283c063012c982d60dd7b3bc6db77e76cb0a2a,3,3,3,0,6.54181354046452e+18,0
0xe59da1fbac51dbc741af165c52912b7e101279af,6,6,6,0,6.54e+18,0
0x417e33c9d66f99befd5390dc1531e9db60641eb1,2,2,2,0,6.53906388e+18,0
0xc8da0c2b229de11eea1a596484fe75a1bb555c31,3,3,3,0,6.535026666666667e+18,0
0x3c8354120451186ad5a3f3e1c4772e784735872b,6,6,5,1,6.5316e+18,0
0x2ed134a990723e9b9e9058283a2a5de002803587,5,5,3,2,6.529874340972639e+18,0
0xdbfcf291d08cae204f7c54892800cc8e76d30446,6,6,5,0,6.526911154128963e+18,1
0x70dff54e395f2ec5c6227b1fa8a8be5d1dd152c3,5,5,4,0,6.519128531472284e+18,1
0xe4f8b0c323a7891fb6e123b63d3f13883bce1175,5,5,4,1,6.514940994382535e+18,0
0xe63997a31662b02daa3fa05203c901181339b81f,6,6,6,0,6.514524960921801e+18,0
0xf15f7b9d3cd655ac0cafdf1336567abff3167b80,4,4,4,0,6.513669814719138e+18,0
0xea24f605ff7a7faff0ec68859e9d28b21228aea7,6,6,2,0,6.509553193523476e+18,4
0x23d73940f7d02aafea08f94b8f15f999e6d9cec2,3,3,2,1,6.506285982292815e+18,0
0x2dde50d1d6652e80dd850064f10fd7b01337d53f,3,3,2,1,6.5058525161029e+18,0
0xe670317bd226eaad35e50ff295ca35770a35dde8,5,5,3,1,6.5e+18,1
0x43602c54d0d2a3470da14788b13dfd0e74c89324,1,1,1,0,6.498101248732208e+18,0
0xaa0796bc484c04b531dc0151e35e9cb3550fb43d,5,5,5,0,6.489698701898935e+18,0
0x2247fbdea915464ec36531cbb280aef37cb1ab13,4,4,4,0,6.47775355956861e+18,0
0xd6dc3772cc7a339fbf22a6ef8530adc37edd9032,6,6,6,0,6.474649784314493e+18,0
0x7128f444efdbe10b7e30b05ff35534440801e84c,7,7,5,0,6.441053421478472e+18,2
0x4eca14749a08eff53fdfb7e62bd5bf41f89cb851,7,7,7,0,6.441017958480423e+18,0
0xc891a152d86f5cebc34106955cd0c49e02650ee1,5,5,3,1,6.439323022109244e+18,1
0x84db1c103066df7b9dd510397c8ade8b0e5999d0,3,3,3,0,6.430117863145848e+18,0
0xf7101bfd9a4f65baef7e1f2233f3859029b8b5a0,3,3,3,0,6.428153268118579e+18,0
0x746caf6f36a43d4d2640cd385deb2cb3da88bdc8,3,3,2,0,6.42e+18,1
0x458069cb53c65fac851e491c272b6f952e0d3bc3,1,1,1,0,6.415187497281802e+18,0
0xb256f0d5166206d9afd21541d3566a7da88ace41,5,5,5,0,6.41456173939813e+18,0
0xea38a4f4e590f96021cd1ac4a2d9912929e16870,6,6,5,1,6.4122e+18,0
0x95c4fad654db129fc8942e55283eb46e1c6b71ce,3,3,3,0,6.410852216956881e+18,0
0xfd8feac5e1fcde6c0cadba5dad3bddd42f6da262,6,6,5,1,6.4068e+18,0
0x95c276da923a3ff7ec8df0f0f858315e15584069,6,6,6,0,6.404162147166893e+18,0
0xb2fc8cdb8aba0f8725f87167b174c13cb8e44c1a,7,7,7,0,6.39961465802042e+18,0
0xfeb3e0f50107f6cfb2ec8c2bc8287f2707e0e2ea,6,6,6,0,6.395170609977887e+18,0
0xa70ce018143b3ba68577231ca6171e6702488a00,8,8,8,0,6.393213808424637e+18,0
0xbd0fb0b2029943b9a2d4de36a85048441bb8c235,2,2,2,0,6.3828e+18,0
0x6d3d8119c8c57ca0b5265716340a066797db2b80,6,6,6,0,6.382415650172094e+18,0
0xfc127eedcd8ebc44fb360df254c65a1b49aeade0,6,6,6,0,6.3726e+18,0
0xb2b04a548729e5e2dde9788c7fb3e671701f1f60,3,3,2,0,6.372150806191419e+18,1
